2, 216, 384, 0, 0, 1, 0.3, 0, 0
, 2, 864, 1536, 0, 0, 1, 0.3, 0, 0
, 2, 216, 1536, 0, 0, 1, 0.3, 0, 0
, 2, 864, 384, 0, 0, 1, 0.3, 0, 0
, 2, 216, 768, 0, 0, 1, 0.3, 0, 0
, 2, 864, 1152, 0, 0, 1, 0.3, 0, 0
, 2, 216, 1152, 0, 0, 1, 0.3, 0, 0
, 2, 864, 768, 0, 0, 1, 0.3, 0, 0
, 1, 540, 960, 0, 0, 0, 0.3, 0, 0
, 2, 216, 384, 0, 0, 1, 0.3, 1, 0
, 2, 864, 1536, 0, 0, 1, 0.3, 1, 0
, 2, 216, 1536, 0, 0, 1, 0.3, 1, 0
, 2, 864, 384, 0, 0, 1, 0.3, 1, 0
, 2, 216, 768, 0, 0, 1, 0.3, 1, 0
, 2, 864, 1152, 0, 0, 1, 0.3, 1, 0
, 2, 216, 1152, 0, 0, 1, 0.3, 1, 0
, 2, 864, 768, 0, 0, 1, 0.3, 1, 0
, 1, 540, 960, 0, 0, 0, 0.3, 1, 0
, 2, 216, 384, 0, 0, 1, 0.3, 0, 0
, 2, 864, 1536, 0, 0, 1, 0.3, 0, 0
, 2, 216, 1536, 0, 0, 1, 0.3, 0, 0
, 2, 864, 384, 0, 0, 1, 0.3, 0, 0
, 2, 216, 768, 0, 0, 1, 0.3, 0, 0
, 2, 864, 1152, 0, 0, 1, 0.3, 0, 0
, 2, 216, 1152, 0, 0, 1, 0.3, 0, 0
, 2, 864, 768, 0, 0, 1, 0.3, 0, 0
, 1, 540, 960, 0, 0, 0, 0.3, 0, 0
